,Category,Accident_Type,Year,Month,Value
1098,1,1,2007,10,49.0
1099,1,1,2007,11,46.0
1100,1,1,2007,12,29.0
1102,1,1,2006,1,31.0
1103,1,1,2006,2,33.0
1104,1,1,2006,3,34.0
1105,1,1,2006,4,25.0
1106,1,1,2006,5,33.0
1107,1,1,2006,6,40.0
1108,1,1,2006,7,78.0
1109,1,1,2006,8,40.0
1110,1,1,2006,9,66.0
1111,1,1,2006,10,43.0
1112,1,1,2006,11,38.0
1113,1,1,2006,12,44.0
1115,1,1,2005,1,24.0
1116,1,1,2005,2,22.0
1117,1,1,2005,3,33.0
1118,1,1,2005,4,45.0
1119,1,1,2005,5,52.0
1120,1,1,2005,6,53.0
1121,1,1,2005,7,65.0
1122,1,1,2005,8,37.0
1123,1,1,2005,9,81.0
1124,1,1,2005,10,54.0
1125,1,1,2005,11,27.0
1126,1,1,2005,12,32.0
1128,1,1,2004,1,33.0
1129,1,1,2004,2,31.0
1130,1,1,2004,3,20.0
1131,1,1,2004,4,39.0
1132,1,1,2004,5,41.0
1133,1,1,2004,6,53.0
1134,1,1,2004,7,83.0
1135,1,1,2004,8,48.0
1136,1,1,2004,9,63.0
1137,1,1,2004,10,40.0
1138,1,1,2004,11,46.0
1139,1,1,2004,12,45.0
1141,1,1,2003,1,21.0
1142,1,1,2003,2,20.0
1143,1,1,2003,3,44.0
1144,1,1,2003,4,30.0
1145,1,1,2003,5,56.0
1146,1,1,2003,6,81.0
1147,1,1,2003,7,35.0
1148,1,1,2003,8,41.0
1149,1,1,2003,9,50.0
1150,1,1,2003,10,47.0
1151,1,1,2003,11,59.0
1152,1,1,2003,12,78.0
1154,1,1,2002,1,36.0
1155,1,1,2002,2,33.0
1156,1,1,2002,3,39.0
1157,1,1,2002,4,37.0
1158,1,1,2002,5,73.0
1159,1,1,2002,6,74.0
1160,1,1,2002,7,72.0
1161,1,1,2002,8,50.0
1162,1,1,2002,9,77.0
1163,1,1,2002,10,49.0
1164,1,1,2002,11,50.0
1165,1,1,2002,12,38.0
1167,1,1,2001,1,44.0
1168,1,1,2001,2,51.0
1169,1,1,2001,3,43.0
1170,1,1,2001,4,68.0
1171,1,1,2001,5,67.0
1172,1,1,2001,6,78.0
1173,1,1,2001,7,83.0
1174,1,1,2001,8,57.0
1175,1,1,2001,9,40.0
1176,1,1,2001,10,85.0
1177,1,1,2001,11,32.0
1178,1,1,2001,12,39.0
1180,1,1,2000,1,34.0
1181,1,1,2000,2,35.0
1182,1,1,2000,3,48.0
1183,1,1,2000,4,57.0
1184,1,1,2000,5,69.0
1185,1,1,2000,6,58.0
1186,1,1,2000,7,67.0
1187,1,1,2000,8,74.0
1188,1,1,2000,9,68.0
1189,1,1,2000,10,47.0
1190,1,1,2000,11,56.0
1191,1,1,2000,12,45.0
1218,2,0,2020,1,3139.0
1219,2,0,2020,2,3271.0
1220,2,0,2020,3,2825.0
1221,2,0,2020,4,2251.0
1222,2,0,2020,5,3193.0
1223,2,0,2020,6,3380.0
1224,2,0,2020,7,4031.0
1225,2,0,2020,8,3007.0
1226,2,0,2020,9,3659.0
1227,2,0,2020,10,3867.0
1228,2,0,2020,11,3150.0
1229,2,0,2020,12,2661.0
1231,2,0,2019,1,3440.0
1232,2,0,2019,2,3442.0
1233,2,0,2019,3,3940.0
1234,2,0,2019,4,3781.0
1235,2,0,2019,5,4046.0
1236,2,0,2019,6,3727.0
1237,2,0,2019,7,4763.0
1238,2,0,2019,8,3214.0
1239,2,0,2019,9,4042.0
1240,2,0,2019,10,4348.0
1241,2,0,2019,11,3805.0
1242,2,0,2019,12,3462.0
1244,2,0,2018,1,3328.0
1245,2,0,2018,2,3109.0
1246,2,0,2018,3,3796.0
1247,2,0,2018,4,4016.0
1248,2,0,2018,5,3953.0
1249,2,0,2018,6,4284.0
1250,2,0,2018,7,4547.0
1251,2,0,2018,8,3206.0
1252,2,0,2018,9,4124.0
1253,2,0,2018,10,4468.0
1254,2,0,2018,11,4027.0
1255,2,0,2018,12,3550.0
1257,2,0,2017,1,3320.0
1258,2,0,2017,2,3223.0
1259,2,0,2017,3,4106.0
1260,2,0,2017,4,3533.0
1261,2,0,2017,5,4314.0
1262,2,0,2017,6,3818.0
1263,2,0,2017,7,4355.0
1264,2,0,2017,8,3267.0
1265,2,0,2017,9,4017.0
1266,2,0,2017,10,4198.0
1267,2,0,2017,11,3809.0
1268,2,0,2017,12,3494.0
1270,2,0,2016,1,3297.0
1271,2,0,2016,2,3383.0
1272,2,0,2016,3,3653.0
1273,2,0,2016,4,4209.0
1274,2,0,2016,5,3833.0
1275,2,0,2016,6,4260.0
1276,2,0,2016,7,4478.0
1277,2,0,2016,8,3400.0
1278,2,0,2016,9,4289.0
1279,2,0,2016,10,4297.0
1280,2,0,2016,11,3998.0
1281,2,0,2016,12,3700.0
1283,2,0,2015,1,3326.0
1284,2,0,2015,2,3090.0
1285,2,0,2015,3,3888.0
1286,2,0,2015,4,4022.0
1287,2,0,2015,5,3915.0
1288,2,0,2015,6,3898.0
1289,2,0,2015,7,4729.0
1290,2,0,2015,8,3431.0
1291,2,0,2015,9,4015.0
1292,2,0,2015,10,4467.0
1293,2,0,2015,11,3992.0
1294,2,0,2015,12,3862.0
1296,2,0,2014,1,3410.0
1297,2,0,2014,2,3315.0
1298,2,0,2014,3,4027.0
1299,2,0,2014,4,3840.0
1300,2,0,2014,5,4346.0
1301,2,0,2014,6,3833.0
1302,2,0,2014,7,4443.0
1303,2,0,2014,8,3379.0
1304,2,0,2014,9,4137.0
1305,2,0,2014,10,4251.0
1306,2,0,2014,11,3904.0
1307,2,0,2014,12,3919.0
1309,2,0,2013,1,3316.0
1310,2,0,2013,2,3467.0
1311,2,0,2013,3,3712.0
1312,2,0,2013,4,4008.0
1313,2,0,2013,5,3703.0
1314,2,0,2013,6,4284.0
1315,2,0,2013,7,4641.0
1316,2,0,2013,8,3387.0
1317,2,0,2013,9,4130.0
1318,2,0,2013,10,4533.0
1319,2,0,2013,11,4043.0
1320,2,0,2013,12,3764.0
1322,2,0,2012,1,3176.0
1323,2,0,2012,2,3102.0
1324,2,0,2012,3,3739.0
1325,2,0,2012,4,3667.0
1326,2,0,2012,5,4114.0
1327,2,0,2012,6,4018.0
1328,2,0,2012,7,4281.0
1329,2,0,2012,8,3452.0
1330,2,0,2012,9,3962.0
1331,2,0,2012,10,4146.0
1332,2,0,2012,11,3839.0
1333,2,0,2012,12,3395.0
1335,2,0,2011,1,2775.0
1336,2,0,2011,2,2903.0
1337,2,0,2011,3,3523.0
1338,2,0,2011,4,3529.0
1339,2,0,2011,5,4143.0
1340,2,0,2011,6,3212.0
1341,2,0,2011,7,4074.0
1342,2,0,2011,8,3322.0
1343,2,0,2011,9,3730.0
1344,2,0,2011,10,3830.0
1345,2,0,2011,11,3567.0
1346,2,0,2011,12,3506.0
1348,2,0,2010,1,2346.0
1349,2,0,2010,2,2539.0
1350,2,0,2010,3,3309.0
1351,2,0,2010,4,3202.0
1352,2,0,2010,5,2974.0
1353,2,0,2010,6,3193.0
1354,2,0,2010,7,3712.0
1355,2,0,2010,8,2843.0
1356,2,0,2010,9,3524.0
1357,2,0,2010,10,3500.0
1358,2,0,2010,11,3329.0
1359,2,0,2010,12,3413.0
1361,2,0,2009,1,2482.0
1362,2,0,2009,2,3480.0
1363,2,0,2009,3,2744.0
1364,2,0,2009,4,2953.0
1365,2,0,2009,5,3240.0
1366,2,0,2009,6,2876.0
1367,2,0,2009,7,3622.0
1368,2,0,2009,8,2749.0
1369,2,0,2009,9,3252.0
1370,2,0,2009,10,3567.0
1371,2,0,2009,11,3294.0
1372,2,0,2009,12,3202.0
1374,2,0,2008,1,2945.0
1375,2,0,2008,2,3171.0
1376,2,0,2008,3,2910.0
1377,2,0,2008,4,3339.0
1378,2,0,2008,5,3428.0
1379,2,0,2008,6,3374.0
1380,2,0,2008,7,3500.0
1381,2,0,2008,8,2870.0
1382,2,0,2008,9,3271.0
1383,2,0,2008,10,3683.0
1384,2,0,2008,11,2983.0
1385,2,0,2008,12,2888.0
1387,2,0,2007,1,2735.0
1388,2,0,2007,2,2643.0
1389,2,0,2007,3,2836.0
1390,2,0,2007,4,3292.0
1391,2,0,2007,5,3529.0
1392,2,0,2007,6,3225.0
1393,2,0,2007,7,3622.0
1394,2,0,2007,8,2943.0
1395,2,0,2007,9,3414.0
1396,2,0,2007,10,3695.0
1397,2,0,2007,11,3444.0
1398,2,0,2007,12,3184.0
1400,2,0,2006,1,2893.0
1401,2,0,2006,2,2901.0
1402,2,0,2006,3,4165.0
1403,2,0,2006,4,2874.0
1404,2,0,2006,5,3032.0
1405,2,0,2006,6,2853.0
1406,2,0,2006,7,3611.0
1407,2,0,2006,8,2993.0
1408,2,0,2006,9,3233.0
1409,2,0,2006,10,3286.0
1410,2,0,2006,11,3073.0
1411,2,0,2006,12,3419.0
1413,2,0,2005,1,2788.0
1414,2,0,2005,2,3461.0
1415,2,0,2005,3,3560.0
1416,2,0,2005,4,3320.0
1417,2,0,2005,5,3321.0
1418,2,0,2005,6,3499.0
1419,2,0,2005,7,3631.0
1420,2,0,2005,8,2965.0
1421,2,0,2005,9,3921.0
1422,2,0,2005,10,3503.0
1423,2,0,2005,11,3205.0
1424,2,0,2005,12,3549.0
1426,2,0,2004,1,2969.0
1427,2,0,2004,2,2728.0
1428,2,0,2004,3,3271.0
1429,2,0,2004,4,3183.0
1430,2,0,2004,5,3378.0
1431,2,0,2004,6,3229.0
1432,2,0,2004,7,3760.0
1433,2,0,2004,8,2926.0
1434,2,0,2004,9,3663.0
1435,2,0,2004,10,3716.0
1436,2,0,2004,11,3449.0
1437,2,0,2004,12,3792.0
1439,2,0,2003,1,3073.0
1440,2,0,2003,2,2968.0
1441,2,0,2003,3,3060.0
1442,2,0,2003,4,3106.0
1443,2,0,2003,5,3255.0
1444,2,0,2003,6,3139.0
1445,2,0,2003,7,3321.0
1446,2,0,2003,8,2837.0
1447,2,0,2003,9,3393.0
1448,2,0,2003,10,3631.0
1449,2,0,2003,11,3325.0
1450,2,0,2003,12,3527.0
1452,2,0,2002,1,3063.0
1453,2,0,2002,2,2892.0
1454,2,0,2002,3,3380.0
1455,2,0,2002,4,3142.0
1456,2,0,2002,5,3731.0
1457,2,0,2002,6,3586.0
1458,2,0,2002,7,3960.0
1459,2,0,2002,8,3007.0
1460,2,0,2002,9,3436.0
1461,2,0,2002,10,3859.0
1462,2,0,2002,11,3529.0
1463,2,0,2002,12,3023.0
1465,2,0,2001,1,3348.0
1466,2,0,2001,2,3148.0
1467,2,0,2001,3,3970.0
1468,2,0,2001,4,3565.0
1469,2,0,2001,5,4128.0
1470,2,0,2001,6,3715.0
1471,2,0,2001,7,4288.0
1472,2,0,2001,8,3351.0
1473,2,0,2001,9,3939.0
1474,2,0,2001,10,4250.0
1475,2,0,2001,11,4022.0
1476,2,0,2001,12,3989.0
1478,2,0,2000,1,3448.0
1479,2,0,2000,2,3181.0
1480,2,0,2000,3,3783.0
1481,2,0,2000,4,3317.0
1482,2,0,2000,5,4123.0
1483,2,0,2000,6,3329.0
1484,2,0,2000,7,4282.0
1485,2,0,2000,8,3387.0
1486,2,0,2000,9,3807.0
1487,2,0,2000,10,4117.0
1488,2,0,2000,11,3931.0
1489,2,0,2000,12,3789.0
1516,2,2,2020,1,301.0
1517,2,2,2020,2,306.0
1518,2,2,2020,3,270.0
1519,2,2,2020,4,314.0
1520,2,2,2020,5,416.0
1521,2,2,2020,6,496.0
1522,2,2,2020,7,717.0
1523,2,2,2020,8,487.0
1524,2,2,2020,9,555.0
1525,2,2,2020,10,489.0
1526,2,2,2020,11,297.0
1527,2,2,2020,12,270.0
1529,2,2,2019,1,243.0
1530,2,2,2019,2,289.0
1531,2,2,2019,3,369.0
1532,2,2,2019,4,426.0
1533,2,2,2019,5,416.0
1534,2,2,2019,6,615.0
1535,2,2,2019,7,762.0
1536,2,2,2019,8,451.0
1537,2,2,2019,9,533.0
1538,2,2,2019,10,500.0
1539,2,2,2019,11,383.0
1540,2,2,2019,12,326.0
1542,2,2,2018,1,290.0
1543,2,2,2018,2,265.0
1544,2,2,2018,3,331.0
1545,2,2,2018,4,519.0
1546,2,2,2018,5,528.0
1547,2,2,2018,6,622.0
1548,2,2,2018,7,714.0
1549,2,2,2018,8,456.0
1550,2,2,2018,9,528.0
1551,2,2,2018,10,529.0
1552,2,2,2018,11,407.0
1553,2,2,2018,12,282.0
1555,2,2,2017,1,242.0
1556,2,2,2017,2,277.0
1557,2,2,2017,3,407.0
1558,2,2,2017,4,365.0
1559,2,2,2017,5,545.0
1560,2,2,2017,6,568.0
1561,2,2,2017,7,611.0
1562,2,2,2017,8,447.0
1563,2,2,2017,9,430.0
1564,2,2,2017,10,490.0
1565,2,2,2017,11,373.0
1566,2,2,2017,12,307.0
1568,2,2,2016,1,298.0
1569,2,2,2016,2,305.0
1570,2,2,2016,3,299.0
1571,2,2,2016,4,447.0
1572,2,2,2016,5,502.0
1573,2,2,2016,6,592.0
1574,2,2,2016,7,623.0
1575,2,2,2016,8,469.0
1576,2,2,2016,9,627.0
1577,2,2,2016,10,448.0
1578,2,2,2016,11,402.0
1579,2,2,2016,12,317.0
1581,2,2,2015,1,263.0
1582,2,2,2015,2,262.0
1583,2,2,2015,3,376.0
1584,2,2,2015,4,495.0
1585,2,2,2015,5,487.0
1586,2,2,2015,6,560.0
1587,2,2,2015,7,708.0
1588,2,2,2015,8,481.0
1589,2,2,2015,9,509.0
1590,2,2,2015,10,475.0
1591,2,2,2015,11,430.0
1592,2,2,2015,12,384.0
1594,2,2,2014,1,324.0
1595,2,2,2014,2,309.0
1596,2,2,2014,3,460.0
1597,2,2,2014,4,455.0
1598,2,2,2014,5,536.0
1599,2,2,2014,6,558.0
1600,2,2,2014,7,654.0
1601,2,2,2014,8,432.0
1602,2,2,2014,9,534.0
1603,2,2,2014,10,529.0
1604,2,2,2014,11,401.0
1605,2,2,2014,12,331.0
1607,2,2,2013,1,254.0
1608,2,2,2013,2,263.0
1609,2,2,2013,3,284.0
1610,2,2,2013,4,440.0
1611,2,2,2013,5,454.0
1612,2,2,2013,6,580.0
1613,2,2,2013,7,812.0
1614,2,2,2013,8,514.0
1615,2,2,2013,9,531.0
1616,2,2,2013,10,510.0
1617,2,2,2013,11,388.0
1618,2,2,2013,12,356.0
1620,2,2,2012,1,273.0
1621,2,2,2012,2,233.0
1622,2,2,2012,3,424.0
1623,2,2,2012,4,394.0
1624,2,2,2012,5,596.0
1625,2,2,2012,6,577.0
1626,2,2,2012,7,632.0
1627,2,2,2012,8,545.0
1628,2,2,2012,9,532.0
1629,2,2,2012,10,477.0
1630,2,2,2012,11,394.0
1631,2,2,2012,12,248.0
1633,2,2,2011,1,255.0
1634,2,2,2011,2,264.0
1635,2,2,2011,3,373.0
1636,2,2,2011,4,505.0
1637,2,2,2011,5,636.0
1638,2,2,2011,6,399.0
1639,2,2,2011,7,532.0
1640,2,2,2011,8,402.0
1641,2,2,2011,9,441.0
1642,2,2,2011,10,393.0
1643,2,2,2011,11,359.0
1644,2,2,2011,12,315.0
1646,2,2,2010,1,147.0
1647,2,2,2010,2,200.0
1648,2,2,2010,3,291.0
1649,2,2,2010,4,377.0
1650,2,2,2010,5,320.0
1651,2,2,2010,6,440.0
1652,2,2,2010,7,619.0
1653,2,2,2010,8,416.0
1654,2,2,2010,9,456.0
1655,2,2,2010,10,432.0
1656,2,2,2010,11,319.0
1657,2,2,2010,12,223.0
1659,2,2,2009,1,184.0
1660,2,2,2009,2,273.0
1661,2,2,2009,3,202.0
1662,2,2,2009,4,357.0
1663,2,2,2009,5,454.0
1664,2,2,2009,6,371.0
1665,2,2,2009,7,476.0
1666,2,2,2009,8,376.0
1667,2,2,2009,9,388.0
1668,2,2,2009,10,360.0
1669,2,2,2009,11,312.0
1670,2,2,2009,12,312.0
1672,2,2,2008,1,260.0
1673,2,2,2008,2,279.0
1674,2,2,2008,3,210.0
1675,2,2,2008,4,315.0
1676,2,2,2008,5,445.0
1677,2,2,2008,6,424.0
1678,2,2,2008,7,459.0
1679,2,2,2008,8,402.0
1680,2,2,2008,9,360.0
1681,2,2,2008,10,373.0
1682,2,2,2008,11,281.0
1683,2,2,2008,12,230.0
1685,2,2,2007,1,218.0
1686,2,2,2007,2,217.0
1687,2,2,2007,3,293.0
1688,2,2,2007,4,396.0
1689,2,2,2007,5,482.0
1690,2,2,2007,6,444.0
1691,2,2,2007,7,435.0
1692,2,2,2007,8,344.0
1693,2,2,2007,9,385.0
1694,2,2,2007,10,405.0
1695,2,2,2007,11,324.0
1696,2,2,2007,12,333.0
1698,2,2,2006,1,291.0
1699,2,2,2006,2,237.0
1700,2,2,2006,3,275.0
1701,2,2,2006,4,301.0
1702,2,2,2006,5,471.0
1703,2,2,2006,6,406.0
1704,2,2,2006,7,671.0
1705,2,2,2006,8,422.0
1706,2,2,2006,9,407.0
1707,2,2,2006,10,500.0
1708,2,2,2006,11,384.0
1709,2,2,2006,12,386.0
1711,2,2,2005,1,244.0
1712,2,2,2005,2,229.0
1713,2,2,2005,3,299.0
1714,2,2,2005,4,422.0
1715,2,2,2005,5,521.0
1716,2,2,2005,6,627.0
1717,2,2,2005,7,558.0
1718,2,2,2005,8,462.0
1719,2,2,2005,9,678.0
1720,2,2,2005,10,451.0
1721,2,2,2005,11,496.0
1722,2,2,2005,12,487.0
1724,2,2,2004,1,286.0
1725,2,2,2004,2,240.0
1726,2,2,2004,3,321.0
1727,2,2,2004,4,388.0
1728,2,2,2004,5,476.0
1729,2,2,2004,6,491.0
1730,2,2,2004,7,646.0
1731,2,2,2004,8,584.0
1732,2,2,2004,9,541.0
1733,2,2,2004,10,465.0
1734,2,2,2004,11,360.0
1735,2,2,2004,12,416.0
1737,2,2,2003,1,282.0
1738,2,2,2003,2,232.0
1739,2,2,2003,3,374.0
1740,2,2,2003,4,429.0
1741,2,2,2003,5,510.0
1742,2,2,2003,6,566.0
1743,2,2,2003,7,538.0
1744,2,2,2003,8,461.0
1745,2,2,2003,9,452.0
1746,2,2,2003,10,466.0
1747,2,2,2003,11,359.0
1748,2,2,2003,12,383.0
1750,2,2,2002,1,328.0
1751,2,2,2002,2,316.0
1752,2,2,2002,3,414.0
1753,2,2,2002,4,432.0
1754,2,2,2002,5,537.0
1755,2,2,2002,6,675.0
1756,2,2,2002,7,711.0
1757,2,2,2002,8,479.0
1758,2,2,2002,9,509.0
1759,2,2,2002,10,467.0
1760,2,2,2002,11,448.0
1761,2,2,2002,12,304.0
1763,2,2,2001,1,354.0
1764,2,2,2001,2,343.0
1765,2,2,2001,3,426.0
1766,2,2,2001,4,454.0
1767,2,2,2001,5,655.0
1768,2,2,2001,6,560.0
1769,2,2,2001,7,755.0
1770,2,2,2001,8,510.0
1771,2,2,2001,9,497.0
1772,2,2,2001,10,581.0
1773,2,2,2001,11,436.0
1774,2,2,2001,12,377.0
1776,2,2,2000,1,321.0
1777,2,2,2000,2,329.0
1778,2,2,2000,3,414.0
1779,2,2,2000,4,441.0
1780,2,2,2000,5,568.0
1781,2,2,2000,6,555.0
1782,2,2,2000,7,610.0
1783,2,2,2000,8,525.0
1784,2,2,2000,9,557.0
1785,2,2,2000,10,493.0
1786,2,2,2000,11,461.0
1787,2,2,2000,12,403.0
1814,2,1,2020,1,360.0
1815,2,1,2020,2,355.0
1816,2,1,2020,3,334.0
1817,2,1,2020,4,363.0
1818,2,1,2020,5,464.0
1819,2,1,2020,6,585.0
1820,2,1,2020,7,821.0
1821,2,1,2020,8,563.0
1822,2,1,2020,9,634.0
1823,2,1,2020,10,566.0
1824,2,1,2020,11,348.0
1825,2,1,2020,12,311.0
1827,2,1,2019,1,297.0
1828,2,1,2019,2,345.0
1829,2,1,2019,3,427.0
1830,2,1,2019,4,515.0
1831,2,1,2019,5,484.0
1832,2,1,2019,6,710.0
1833,2,1,2019,7,898.0
1834,2,1,2019,8,532.0
1835,2,1,2019,9,609.0
1836,2,1,2019,10,591.0
1837,2,1,2019,11,453.0
1838,2,1,2019,12,378.0
1840,2,1,2018,1,350.0
1841,2,1,2018,2,328.0
1842,2,1,2018,3,383.0
1843,2,1,2018,4,619.0
1844,2,1,2018,5,640.0
1845,2,1,2018,6,732.0
1846,2,1,2018,7,852.0
1847,2,1,2018,8,529.0
1848,2,1,2018,9,645.0
1849,2,1,2018,10,616.0
1850,2,1,2018,11,485.0
1851,2,1,2018,12,348.0
1853,2,1,2017,1,307.0
1854,2,1,2017,2,334.0
1855,2,1,2017,3,486.0
1856,2,1,2017,4,439.0
1857,2,1,2017,5,631.0
1858,2,1,2017,6,668.0
1859,2,1,2017,7,752.0
1860,2,1,2017,8,504.0
1861,2,1,2017,9,546.0
1862,2,1,2017,10,572.0
1863,2,1,2017,11,443.0
1864,2,1,2017,12,376.0
1866,2,1,2016,1,380.0
1867,2,1,2016,2,351.0
1868,2,1,2016,3,370.0
1869,2,1,2016,4,545.0
1870,2,1,2016,5,602.0
1871,2,1,2016,6,691.0
1872,2,1,2016,7,742.0
1873,2,1,2016,8,540.0
1874,2,1,2016,9,759.0
1875,2,1,2016,10,559.0
1876,2,1,2016,11,489.0
1877,2,1,2016,12,381.0
1879,2,1,2015,1,334.0
1880,2,1,2015,2,321.0
1881,2,1,2015,3,471.0
1882,2,1,2015,4,598.0
1883,2,1,2015,5,604.0
1884,2,1,2015,6,673.0
1885,2,1,2015,7,809.0
1886,2,1,2015,8,546.0
1887,2,1,2015,9,614.0
1888,2,1,2015,10,569.0
1889,2,1,2015,11,506.0
1890,2,1,2015,12,479.0
1892,2,1,2014,1,412.0
1893,2,1,2014,2,372.0
1894,2,1,2014,3,559.0
1895,2,1,2014,4,549.0
1896,2,1,2014,5,671.0
1897,2,1,2014,6,656.0
1898,2,1,2014,7,783.0
1899,2,1,2014,8,517.0
1900,2,1,2014,9,620.0
1901,2,1,2014,10,652.0
1902,2,1,2014,11,464.0
1903,2,1,2014,12,413.0
1905,2,1,2013,1,320.0
1906,2,1,2013,2,326.0
1907,2,1,2013,3,350.0
1908,2,1,2013,4,523.0
1909,2,1,2013,5,530.0
1910,2,1,2013,6,734.0
1911,2,1,2013,7,976.0
1912,2,1,2013,8,645.0
1913,2,1,2013,9,617.0
1914,2,1,2013,10,595.0
1915,2,1,2013,11,483.0
1916,2,1,2013,12,423.0
1918,2,1,2012,1,338.0
1919,2,1,2012,2,290.0
1920,2,1,2012,3,526.0
1921,2,1,2012,4,485.0
1922,2,1,2012,5,719.0
1923,2,1,2012,6,681.0
1924,2,1,2012,7,730.0
1925,2,1,2012,8,635.0
1926,2,1,2012,9,632.0
1927,2,1,2012,10,580.0
1928,2,1,2012,11,471.0
1929,2,1,2012,12,317.0
1931,2,1,2011,1,328.0
1932,2,1,2011,2,343.0
1933,2,1,2011,3,425.0
1934,2,1,2011,4,604.0
1935,2,1,2011,5,765.0
1936,2,1,2011,6,472.0
1937,2,1,2011,7,637.0
1938,2,1,2011,8,487.0
1939,2,1,2011,9,519.0
1940,2,1,2011,10,481.0
1941,2,1,2011,11,438.0
1942,2,1,2011,12,370.0
1944,2,1,2010,1,192.0
1945,2,1,2010,2,247.0
1946,2,1,2010,3,341.0
1947,2,1,2010,4,216.0
1948,2,1,2010,5,389.0
1949,2,1,2010,6,517.0
1950,2,1,2010,7,721.0
1951,2,1,2010,8,481.0
1952,2,1,2010,9,534.0
1953,2,1,2010,10,524.0
1954,2,1,2010,11,383.0
1955,2,1,2010,12,277.0
1957,2,1,2009,1,223.0
1958,2,1,2009,2,340.0
1959,2,1,2009,3,245.0
1960,2,1,2009,4,416.0
1961,2,1,2009,5,535.0
1962,2,1,2009,6,443.0
1963,2,1,2009,7,556.0
1964,2,1,2009,8,466.0
1965,2,1,2009,9,452.0
1966,2,1,2009,10,432.0
1967,2,1,2009,11,366.0
1968,2,1,2009,12,391.0
1970,2,1,2008,1,307.0
1971,2,1,2008,2,340.0
1972,2,1,2008,3,254.0
1973,2,1,2008,4,355.0
1974,2,1,2008,5,534.0
1975,2,1,2008,6,473.0
1976,2,1,2008,7,538.0
1977,2,1,2008,8,480.0
1978,2,1,2008,9,422.0
1979,2,1,2008,10,455.0
1980,2,1,2008,11,321.0
1981,2,1,2008,12,272.0
1983,2,1,2007,1,268.0
1984,2,1,2007,2,277.0
1985,2,1,2007,3,347.0
1986,2,1,2007,4,500.0
1987,2,1,2007,5,591.0
1988,2,1,2007,6,535.0
1989,2,1,2007,7,511.0
1990,2,1,2007,8,422.0
1991,2,1,2007,9,462.0
1992,2,1,2007,10,491.0
1993,2,1,2007,11,405.0
1994,2,1,2007,12,414.0
1996,2,1,2006,1,364.0
1997,2,1,2006,2,279.0
1998,2,1,2006,3,375.0
1999,2,1,2006,4,387.0
2000,2,1,2006,5,564.0
2001,2,1,2006,6,479.0
2002,2,1,2006,7,787.0
2003,2,1,2006,8,513.0
2004,2,1,2006,9,490.0
2005,2,1,2006,10,632.0
2006,2,1,2006,11,468.0
2007,2,1,2006,12,466.0
2009,2,1,2005,1,306.0
2010,2,1,2005,2,282.0
2011,2,1,2005,3,385.0
2012,2,1,2005,4,514.0
2013,2,1,2005,5,618.0
2014,2,1,2005,6,729.0
2015,2,1,2005,7,675.0
2016,2,1,2005,8,582.0
2017,2,1,2005,9,825.0
2018,2,1,2005,10,568.0
2019,2,1,2005,11,458.0
2020,2,1,2005,12,460.0
2022,2,1,2004,1,377.0
2023,2,1,2004,2,310.0
2024,2,1,2004,3,403.0
2025,2,1,2004,4,461.0
2026,2,1,2004,5,600.0
2027,2,1,2004,6,598.0
2028,2,1,2004,7,811.0
2029,2,1,2004,8,584.0
2030,2,1,2004,9,659.0
2031,2,1,2004,10,561.0
2032,2,1,2004,11,439.0
2033,2,1,2004,12,416.0
2035,2,1,2003,1,358.0
2036,2,1,2003,2,308.0
2037,2,1,2003,3,476.0
2038,2,1,2003,4,535.0
2039,2,1,2003,5,632.0
2040,2,1,2003,6,723.0
2041,2,1,2003,7,644.0
2042,2,1,2003,8,577.0
2043,2,1,2003,9,560.0
2044,2,1,2003,10,595.0
2045,2,1,2003,11,464.0
2046,2,1,2003,12,493.0
2048,2,1,2002,1,431.0
2049,2,1,2002,2,393.0
2050,2,1,2002,3,520.0
2051,2,1,2002,4,521.0
2052,2,1,2002,5,654.0
2053,2,1,2002,6,833.0
2054,2,1,2002,7,865.0
2055,2,1,2002,8,601.0
2056,2,1,2002,9,621.0
2057,2,1,2002,10,630.0
2058,2,1,2002,11,563.0
2059,2,1,2002,12,394.0
2061,2,1,2001,1,448.0
2062,2,1,2001,2,439.0
2063,2,1,2001,3,535.0
2064,2,1,2001,4,578.0
2065,2,1,2001,5,817.0
2066,2,1,2001,6,679.0
2067,2,1,2001,7,921.0
2068,2,1,2001,8,600.0
2069,2,1,2001,9,643.0
2070,2,1,2001,10,717.0
2071,2,1,2001,11,568.0
2072,2,1,2001,12,507.0
2074,2,1,2000,1,434.0
2075,2,1,2000,2,419.0
2076,2,1,2000,3,509.0
2077,2,1,2000,4,557.0
2078,2,1,2000,5,675.0
2079,2,1,2000,6,685.0
2080,2,1,2000,7,744.0
2081,2,1,2000,8,647.0
2082,2,1,2000,9,675.0
2083,2,1,2000,10,615.0
2084,2,1,2000,11,578.0
2085,2,1,2000,12,515.0
