,Category,Accident_Type,Year,Month,Value
716,escape accidents,all in all,2013,4,1038.0
717,escape accidents,all in all,2013,5,848.0
718,escape accidents,all in all,2013,6,1055.0
719,escape accidents,all in all,2013,7,1138.0
720,escape accidents,all in all,2013,8,791.0
721,escape accidents,all in all,2013,9,1000.0
722,escape accidents,all in all,2013,10,1074.0
723,escape accidents,all in all,2013,11,939.0
724,escape accidents,all in all,2013,12,828.0
726,escape accidents,all in all,2012,1,713.0
727,escape accidents,all in all,2012,2,714.0
728,escape accidents,all in all,2012,3,946.0
729,escape accidents,all in all,2012,4,919.0
730,escape accidents,all in all,2012,5,1035.0
731,escape accidents,all in all,2012,6,1041.0
732,escape accidents,all in all,2012,7,1045.0
733,escape accidents,all in all,2012,8,887.0
734,escape accidents,all in all,2012,9,921.0
735,escape accidents,all in all,2012,10,1090.0
736,escape accidents,all in all,2012,11,984.0
737,escape accidents,all in all,2012,12,810.0
739,escape accidents,all in all,2011,1,726.0
740,escape accidents,all in all,2011,2,760.0
741,escape accidents,all in all,2011,3,883.0
742,escape accidents,all in all,2011,4,835.0
743,escape accidents,all in all,2011,5,1034.0
744,escape accidents,all in all,2011,6,783.0
745,escape accidents,all in all,2011,7,951.0
746,escape accidents,all in all,2011,8,790.0
747,escape accidents,all in all,2011,9,906.0
748,escape accidents,all in all,2011,10,916.0
749,escape accidents,all in all,2011,11,842.0
750,escape accidents,all in all,2011,12,832.0
752,escape accidents,all in all,2010,1,613.0
753,escape accidents,all in all,2010,2,683.0
754,escape accidents,all in all,2010,3,829.0
755,escape accidents,all in all,2010,4,938.0
756,escape accidents,all in all,2010,5,743.0
757,escape accidents,all in all,2010,6,814.0
758,escape accidents,all in all,2010,7,932.0
759,escape accidents,all in all,2010,8,794.0
760,escape accidents,all in all,2010,9,955.0
761,escape accidents,all in all,2010,10,910.0
762,escape accidents,all in all,2010,11,827.0
763,escape accidents,all in all,2010,12,861.0
765,escape accidents,all in all,2009,1,512.0
766,escape accidents,all in all,2009,2,802.0
767,escape accidents,all in all,2009,3,607.0
768,escape accidents,all in all,2009,4,776.0
769,escape accidents,all in all,2009,5,768.0
770,escape accidents,all in all,2009,6,678.0
771,escape accidents,all in all,2009,7,991.0
772,escape accidents,all in all,2009,8,752.0
773,escape accidents,all in all,2009,9,846.0
774,escape accidents,all in all,2009,10,953.0
775,escape accidents,all in all,2009,11,835.0
776,escape accidents,all in all,2009,12,747.0
778,escape accidents,all in all,2008,1,727.0
779,escape accidents,all in all,2008,2,793.0
780,escape accidents,all in all,2008,3,763.0
781,escape accidents,all in all,2008,4,837.0
782,escape accidents,all in all,2008,5,871.0
783,escape accidents,all in all,2008,6,859.0
784,escape accidents,all in all,2008,7,832.0
785,escape accidents,all in all,2008,8,760.0
786,escape accidents,all in all,2008,9,747.0
787,escape accidents,all in all,2008,10,874.0
788,escape accidents,all in all,2008,11,625.0
789,escape accidents,all in all,2008,12,657.0
791,escape accidents,all in all,2007,1,699.0
792,escape accidents,all in all,2007,2,612.0
793,escape accidents,all in all,2007,3,411.0
794,escape accidents,all in all,2007,4,821.0
795,escape accidents,all in all,2007,5,858.0
796,escape accidents,all in all,2007,6,804.0
797,escape accidents,all in all,2007,7,935.0
798,escape accidents,all in all,2007,8,759.0
799,escape accidents,all in all,2007,9,797.0
800,escape accidents,all in all,2007,10,873.0
801,escape accidents,all in all,2007,11,868.0
802,escape accidents,all in all,2007,12,690.0
804,escape accidents,all in all,2006,1,708.0
805,escape accidents,all in all,2006,2,698.0
806,escape accidents,all in all,2006,3,1138.0
807,escape accidents,all in all,2006,4,750.0
808,escape accidents,all in all,2006,5,476.0
809,escape accidents,all in all,2006,6,565.0
810,escape accidents,all in all,2006,7,845.0
811,escape accidents,all in all,2006,8,774.0
812,escape accidents,all in all,2006,9,718.0
813,escape accidents,all in all,2006,10,599.0
814,escape accidents,all in all,2006,11,494.0
815,escape accidents,all in all,2006,12,864.0
817,escape accidents,all in all,2005,1,749.0
818,escape accidents,all in all,2005,2,961.0
819,escape accidents,all in all,2005,3,1115.0
820,escape accidents,all in all,2005,4,937.0
821,escape accidents,all in all,2005,5,902.0
822,escape accidents,all in all,2005,6,901.0
823,escape accidents,all in all,2005,7,951.0
824,escape accidents,all in all,2005,8,811.0
825,escape accidents,all in all,2005,9,1086.0
826,escape accidents,all in all,2005,10,962.0
827,escape accidents,all in all,2005,11,845.0
828,escape accidents,all in all,2005,12,817.0
830,escape accidents,all in all,2004,1,828.0
831,escape accidents,all in all,2004,2,723.0
832,escape accidents,all in all,2004,3,817.0
833,escape accidents,all in all,2004,4,875.0
834,escape accidents,all in all,2004,5,867.0
835,escape accidents,all in all,2004,6,859.0
836,escape accidents,all in all,2004,7,970.0
837,escape accidents,all in all,2004,8,784.0
838,escape accidents,all in all,2004,9,957.0
839,escape accidents,all in all,2004,10,1022.0
840,escape accidents,all in all,2004,11,903.0
841,escape accidents,all in all,2004,12,942.0
843,escape accidents,all in all,2003,1,747.0
844,escape accidents,all in all,2003,2,572.0
845,escape accidents,all in all,2003,3,854.0
846,escape accidents,all in all,2003,4,844.0
847,escape accidents,all in all,2003,5,763.0
848,escape accidents,all in all,2003,6,855.0
849,escape accidents,all in all,2003,7,562.0
850,escape accidents,all in all,2003,8,698.0
851,escape accidents,all in all,2003,9,945.0
852,escape accidents,all in all,2003,10,960.0
853,escape accidents,all in all,2003,11,953.0
854,escape accidents,all in all,2003,12,858.0
856,escape accidents,all in all,2002,1,852.0
857,escape accidents,all in all,2002,2,817.0
858,escape accidents,all in all,2002,3,897.0
859,escape accidents,all in all,2002,4,784.0
860,escape accidents,all in all,2002,5,857.0
861,escape accidents,all in all,2002,6,987.0
862,escape accidents,all in all,2002,7,1026.0
863,escape accidents,all in all,2002,8,785.0
864,escape accidents,all in all,2002,9,1039.0
865,escape accidents,all in all,2002,10,1019.0
866,escape accidents,all in all,2002,11,882.0
867,escape accidents,all in all,2002,12,706.0
869,escape accidents,all in all,2001,1,871.0
870,escape accidents,all in all,2001,2,820.0
871,escape accidents,all in all,2001,3,962.0
872,escape accidents,all in all,2001,4,897.0
873,escape accidents,all in all,2001,5,1081.0
874,escape accidents,all in all,2001,6,905.0
875,escape accidents,all in all,2001,7,1047.0
876,escape accidents,all in all,2001,8,814.0
877,escape accidents,all in all,2001,9,953.0
878,escape accidents,all in all,2001,10,1104.0
879,escape accidents,all in all,2001,11,1001.0
880,escape accidents,all in all,2001,12,941.0
882,escape accidents,all in all,2000,1,835.0
883,escape accidents,all in all,2000,2,890.0
884,escape accidents,all in all,2000,3,974.0
885,escape accidents,all in all,2000,4,834.0
886,escape accidents,all in all,2000,5,1086.0
887,escape accidents,all in all,2000,6,842.0
888,escape accidents,all in all,2000,7,1102.0
889,escape accidents,all in all,2000,8,881.0
890,escape accidents,all in all,2000,9,978.0
891,escape accidents,all in all,2000,10,1078.0
892,escape accidents,all in all,2000,11,1017.0
893,escape accidents,all in all,2000,12,950.0
920,escape accidents,injured and killed,2020,1,28.0
921,escape accidents,injured and killed,2020,2,34.0
922,escape accidents,injured and killed,2020,3,33.0
923,escape accidents,injured and killed,2020,4,34.0
924,escape accidents,injured and killed,2020,5,34.0
925,escape accidents,injured and killed,2020,6,49.0
926,escape accidents,injured and killed,2020,7,58.0
927,escape accidents,injured and killed,2020,8,36.0
928,escape accidents,injured and killed,2020,9,49.0
929,escape accidents,injured and killed,2020,10,50.0
930,escape accidents,injured and killed,2020,11,27.0
931,escape accidents,injured and killed,2020,12,33.0
933,escape accidents,injured and killed,2019,1,32.0
934,escape accidents,injured and killed,2019,2,26.0
935,escape accidents,injured and killed,2019,3,44.0
936,escape accidents,injured and killed,2019,4,35.0
937,escape accidents,injured and killed,2019,5,41.0
938,escape accidents,injured and killed,2019,6,61.0
939,escape accidents,injured and killed,2019,7,81.0
940,escape accidents,injured and killed,2019,8,37.0
941,escape accidents,injured and killed,2019,9,55.0
942,escape accidents,injured and killed,2019,10,45.0
943,escape accidents,injured and killed,2019,11,41.0
944,escape accidents,injured and killed,2019,12,43.0
946,escape accidents,injured and killed,2018,1,40.0
947,escape accidents,injured and killed,2018,2,40.0
948,escape accidents,injured and killed,2018,3,35.0
949,escape accidents,injured and killed,2018,4,44.0
950,escape accidents,injured and killed,2018,5,43.0
951,escape accidents,injured and killed,2018,6,49.0
952,escape accidents,injured and killed,2018,7,72.0
953,escape accidents,injured and killed,2018,8,39.0
954,escape accidents,injured and killed,2018,9,59.0
955,escape accidents,injured and killed,2018,10,60.0
956,escape accidents,injured and killed,2018,11,37.0
957,escape accidents,injured and killed,2018,12,37.0
959,escape accidents,injured and killed,2017,1,22.0
960,escape accidents,injured and killed,2017,2,41.0
961,escape accidents,injured and killed,2017,3,36.0
962,escape accidents,injured and killed,2017,4,36.0
963,escape accidents,injured and killed,2017,5,60.0
964,escape accidents,injured and killed,2017,6,54.0
965,escape accidents,injured and killed,2017,7,65.0
966,escape accidents,injured and killed,2017,8,38.0
967,escape accidents,injured and killed,2017,9,59.0
968,escape accidents,injured and killed,2017,10,59.0
969,escape accidents,injured and killed,2017,11,48.0
970,escape accidents,injured and killed,2017,12,33.0
972,escape accidents,injured and killed,2016,1,31.0
973,escape accidents,injured and killed,2016,2,24.0
974,escape accidents,injured and killed,2016,3,41.0
975,escape accidents,injured and killed,2016,4,42.0
976,escape accidents,injured and killed,2016,5,44.0
977,escape accidents,injured and killed,2016,6,54.0
978,escape accidents,injured and killed,2016,7,61.0
979,escape accidents,injured and killed,2016,8,70.0
980,escape accidents,injured and killed,2016,9,70.0
981,escape accidents,injured and killed,2016,10,44.0
982,escape accidents,injured and killed,2016,11,32.0
983,escape accidents,injured and killed,2016,12,35.0
985,escape accidents,injured and killed,2015,1,19.0
986,escape accidents,injured and killed,2015,2,18.0
987,escape accidents,injured and killed,2015,3,49.0
988,escape accidents,injured and killed,2015,4,45.0
989,escape accidents,injured and killed,2015,5,41.0
990,escape accidents,injured and killed,2015,6,54.0
991,escape accidents,injured and killed,2015,7,65.0
992,escape accidents,injured and killed,2015,8,36.0
993,escape accidents,injured and killed,2015,9,49.0
994,escape accidents,injured and killed,2015,10,52.0
995,escape accidents,injured and killed,2015,11,43.0
996,escape accidents,injured and killed,2015,12,38.0
998,escape accidents,injured and killed,2014,1,29.0
999,escape accidents,injured and killed,2014,2,22.0
1000,escape accidents,injured and killed,2014,3,46.0
1001,escape accidents,injured and killed,2014,4,55.0
1002,escape accidents,injured and killed,2014,5,50.0
1003,escape accidents,injured and killed,2014,6,58.0
1004,escape accidents,injured and killed,2014,7,62.0
1005,escape accidents,injured and killed,2014,8,43.0
1006,escape accidents,injured and killed,2014,9,60.0
1007,escape accidents,injured and killed,2014,10,55.0
1008,escape accidents,injured and killed,2014,11,42.0
1009,escape accidents,injured and killed,2014,12,35.0
1011,escape accidents,injured and killed,2013,1,29.0
1012,escape accidents,injured and killed,2013,2,22.0
1013,escape accidents,injured and killed,2013,3,33.0
1014,escape accidents,injured and killed,2013,4,50.0
1015,escape accidents,injured and killed,2013,5,43.0
1016,escape accidents,injured and killed,2013,6,54.0
1017,escape accidents,injured and killed,2013,7,68.0
1018,escape accidents,injured and killed,2013,8,36.0
1019,escape accidents,injured and killed,2013,9,53.0
1020,escape accidents,injured and killed,2013,10,53.0
1021,escape accidents,injured and killed,2013,11,53.0
1022,escape accidents,injured and killed,2013,12,27.0
1024,escape accidents,injured and killed,2012,1,32.0
1025,escape accidents,injured and killed,2012,2,20.0
1026,escape accidents,injured and killed,2012,3,44.0
1027,escape accidents,injured and killed,2012,4,37.0
1028,escape accidents,injured and killed,2012,5,64.0
1029,escape accidents,injured and killed,2012,6,61.0
1030,escape accidents,injured and killed,2012,7,64.0
1031,escape accidents,injured and killed,2012,8,64.0
1032,escape accidents,injured and killed,2012,9,61.0
1033,escape accidents,injured and killed,2012,10,61.0
1034,escape accidents,injured and killed,2012,11,49.0
1035,escape accidents,injured and killed,2012,12,23.0
1037,escape accidents,injured and killed,2011,1,26.0
1038,escape accidents,injured and killed,2011,2,26.0
1039,escape accidents,injured and killed,2011,3,32.0
1040,escape accidents,injured and killed,2011,4,55.0
1041,escape accidents,injured and killed,2011,5,68.0
1042,escape accidents,injured and killed,2011,6,49.0
1043,escape accidents,injured and killed,2011,7,56.0
1044,escape accidents,injured and killed,2011,8,35.0
1045,escape accidents,injured and killed,2011,9,52.0
1046,escape accidents,injured and killed,2011,10,36.0
1047,escape accidents,injured and killed,2011,11,33.0
1048,escape accidents,injured and killed,2011,12,30.0
1050,escape accidents,injured and killed,2010,1,17.0
1051,escape accidents,injured and killed,2010,2,21.0
1052,escape accidents,injured and killed,2010,3,29.0
1053,escape accidents,injured and killed,2010,4,41.0
1054,escape accidents,injured and killed,2010,5,31.0
1055,escape accidents,injured and killed,2010,6,57.0
1056,escape accidents,injured and killed,2010,7,65.0
1057,escape accidents,injured and killed,2010,8,48.0
1058,escape accidents,injured and killed,2010,9,42.0
1059,escape accidents,injured and killed,2010,10,49.0
1060,escape accidents,injured and killed,2010,11,33.0
1061,escape accidents,injured and killed,2010,12,23.0
1063,escape accidents,injured and killed,2009,1,22.0
1064,escape accidents,injured and killed,2009,2,35.0
1065,escape accidents,injured and killed,2009,3,20.0
1066,escape accidents,injured and killed,2009,4,43.0
1067,escape accidents,injured and killed,2009,5,49.0
1068,escape accidents,injured and killed,2009,6,34.0
1069,escape accidents,injured and killed,2009,7,61.0
1070,escape accidents,injured and killed,2009,8,40.0
1071,escape accidents,injured and killed,2009,9,37.0
1072,escape accidents,injured and killed,2009,10,47.0
1073,escape accidents,injured and killed,2009,11,34.0
1074,escape accidents,injured and killed,2009,12,37.0
1076,escape accidents,injured and killed,2008,1,27.0
1077,escape accidents,injured and killed,2008,2,29.0
1078,escape accidents,injured and killed,2008,3,25.0
1079,escape accidents,injured and killed,2008,4,41.0
1080,escape accidents,injured and killed,2008,5,57.0
1081,escape accidents,injured and killed,2008,6,59.0
1082,escape accidents,injured and killed,2008,7,48.0
1083,escape accidents,injured and killed,2008,8,55.0
1084,escape accidents,injured and killed,2008,9,48.0
1085,escape accidents,injured and killed,2008,10,46.0
1086,escape accidents,injured and killed,2008,11,27.0
1087,escape accidents,injured and killed,2008,12,27.0
1089,escape accidents,injured and killed,2007,1,19.0
1090,escape accidents,injured and killed,2007,2,33.0
1091,escape accidents,injured and killed,2007,3,20.0
1092,escape accidents,injured and killed,2007,4,43.0
1093,escape accidents,injured and killed,2007,5,48.0
1094,escape accidents,injured and killed,2007,6,50.0
1095,escape accidents,injured and killed,2007,7,59.0
1096,escape accidents,injured and killed,2007,8,39.0
1097,escape accidents,injured and killed,2007,9,41.0
1098,escape accidents,injured and killed,2007,10,49.0
1099,escape accidents,injured and killed,2007,11,46.0
1100,escape accidents,injured and killed,2007,12,29.0
1102,escape accidents,injured and killed,2006,1,31.0
1103,escape accidents,injured and killed,2006,2,33.0
1104,escape accidents,injured and killed,2006,3,34.0
1105,escape accidents,injured and killed,2006,4,25.0
1106,escape accidents,injured and killed,2006,5,33.0
1107,escape accidents,injured and killed,2006,6,40.0
1108,escape accidents,injured and killed,2006,7,78.0
1109,escape accidents,injured and killed,2006,8,40.0
1110,escape accidents,injured and killed,2006,9,66.0
1111,escape accidents,injured and killed,2006,10,43.0
1112,escape accidents,injured and killed,2006,11,38.0
1113,escape accidents,injured and killed,2006,12,44.0
1115,escape accidents,injured and killed,2005,1,24.0
1116,escape accidents,injured and killed,2005,2,22.0
1117,escape accidents,injured and killed,2005,3,33.0
1118,escape accidents,injured and killed,2005,4,45.0
1119,escape accidents,injured and killed,2005,5,52.0
1120,escape accidents,injured and killed,2005,6,53.0
1121,escape accidents,injured and killed,2005,7,65.0
1122,escape accidents,injured and killed,2005,8,37.0
1123,escape accidents,injured and killed,2005,9,81.0
1124,escape accidents,injured and killed,2005,10,54.0
1125,escape accidents,injured and killed,2005,11,27.0
1126,escape accidents,injured and killed,2005,12,32.0
1128,escape accidents,injured and killed,2004,1,33.0
1129,escape accidents,injured and killed,2004,2,31.0
1130,escape accidents,injured and killed,2004,3,20.0
1131,escape accidents,injured and killed,2004,4,39.0
1132,escape accidents,injured and killed,2004,5,41.0
1133,escape accidents,injured and killed,2004,6,53.0
1134,escape accidents,injured and killed,2004,7,83.0
1135,escape accidents,injured and killed,2004,8,48.0
1136,escape accidents,injured and killed,2004,9,63.0
1137,escape accidents,injured and killed,2004,10,40.0
1138,escape accidents,injured and killed,2004,11,46.0
1139,escape accidents,injured and killed,2004,12,45.0
1141,escape accidents,injured and killed,2003,1,21.0
1142,escape accidents,injured and killed,2003,2,20.0
1143,escape accidents,injured and killed,2003,3,44.0
1144,escape accidents,injured and killed,2003,4,30.0
1145,escape accidents,injured and killed,2003,5,56.0
1146,escape accidents,injured and killed,2003,6,81.0
1147,escape accidents,injured and killed,2003,7,35.0
1148,escape accidents,injured and killed,2003,8,41.0
1149,escape accidents,injured and killed,2003,9,50.0
1150,escape accidents,injured and killed,2003,10,47.0
1151,escape accidents,injured and killed,2003,11,59.0
1152,escape accidents,injured and killed,2003,12,78.0
1154,escape accidents,injured and killed,2002,1,36.0
1155,escape accidents,injured and killed,2002,2,33.0
1156,escape accidents,injured and killed,2002,3,39.0
1157,escape accidents,injured and killed,2002,4,37.0
1158,escape accidents,injured and killed,2002,5,73.0
1159,escape accidents,injured and killed,2002,6,74.0
1160,escape accidents,injured and killed,2002,7,72.0
1161,escape accidents,injured and killed,2002,8,50.0
1162,escape accidents,injured and killed,2002,9,77.0
1163,escape accidents,injured and killed,2002,10,49.0
1164,escape accidents,injured and killed,2002,11,50.0
1165,escape accidents,injured and killed,2002,12,38.0
1167,escape accidents,injured and killed,2001,1,44.0
1168,escape accidents,injured and killed,2001,2,51.0
1169,escape accidents,injured and killed,2001,3,43.0
1170,escape accidents,injured and killed,2001,4,68.0
1171,escape accidents,injured and killed,2001,5,67.0
1172,escape accidents,injured and killed,2001,6,78.0
1173,escape accidents,injured and killed,2001,7,83.0
1174,escape accidents,injured and killed,2001,8,57.0
1175,escape accidents,injured and killed,2001,9,40.0
1176,escape accidents,injured and killed,2001,10,85.0
1177,escape accidents,injured and killed,2001,11,32.0
1178,escape accidents,injured and killed,2001,12,39.0
1180,escape accidents,injured and killed,2000,1,34.0
1181,escape accidents,injured and killed,2000,2,35.0
1182,escape accidents,injured and killed,2000,3,48.0
1183,escape accidents,injured and killed,2000,4,57.0
1184,escape accidents,injured and killed,2000,5,69.0
1185,escape accidents,injured and killed,2000,6,58.0
1186,escape accidents,injured and killed,2000,7,67.0
1187,escape accidents,injured and killed,2000,8,74.0
1188,escape accidents,injured and killed,2000,9,68.0
1189,escape accidents,injured and killed,2000,10,47.0
1190,escape accidents,injured and killed,2000,11,56.0
1191,escape accidents,injured and killed,2000,12,45.0
1218,traffic accidents,all in all,2020,1,3139.0
1219,traffic accidents,all in all,2020,2,3271.0
1220,traffic accidents,all in all,2020,3,2825.0
1221,traffic accidents,all in all,2020,4,2251.0
1222,traffic accidents,all in all,2020,5,3193.0
1223,traffic accidents,all in all,2020,6,3380.0
1224,traffic accidents,all in all,2020,7,4031.0
1225,traffic accidents,all in all,2020,8,3007.0
1226,traffic accidents,all in all,2020,9,3659.0
1227,traffic accidents,all in all,2020,10,3867.0
1228,traffic accidents,all in all,2020,11,3150.0
1229,traffic accidents,all in all,2020,12,2661.0
1231,traffic accidents,all in all,2019,1,3440.0
1232,traffic accidents,all in all,2019,2,3442.0
1233,traffic accidents,all in all,2019,3,3940.0
1234,traffic accidents,all in all,2019,4,3781.0
1235,traffic accidents,all in all,2019,5,4046.0
1236,traffic accidents,all in all,2019,6,3727.0
1237,traffic accidents,all in all,2019,7,4763.0
1238,traffic accidents,all in all,2019,8,3214.0
1239,traffic accidents,all in all,2019,9,4042.0
1240,traffic accidents,all in all,2019,10,4348.0
1241,traffic accidents,all in all,2019,11,3805.0
1242,traffic accidents,all in all,2019,12,3462.0
1244,traffic accidents,all in all,2018,1,3328.0
1245,traffic accidents,all in all,2018,2,3109.0
1246,traffic accidents,all in all,2018,3,3796.0
1247,traffic accidents,all in all,2018,4,4016.0
1248,traffic accidents,all in all,2018,5,3953.0
1249,traffic accidents,all in all,2018,6,4284.0
1250,traffic accidents,all in all,2018,7,4547.0
1251,traffic accidents,all in all,2018,8,3206.0
1252,traffic accidents,all in all,2018,9,4124.0
1253,traffic accidents,all in all,2018,10,4468.0
1254,traffic accidents,all in all,2018,11,4027.0
1255,traffic accidents,all in all,2018,12,3550.0
1257,traffic accidents,all in all,2017,1,3320.0
1258,traffic accidents,all in all,2017,2,3223.0
1259,traffic accidents,all in all,2017,3,4106.0
1260,traffic accidents,all in all,2017,4,3533.0
1261,traffic accidents,all in all,2017,5,4314.0
1262,traffic accidents,all in all,2017,6,3818.0
1263,traffic accidents,all in all,2017,7,4355.0
1264,traffic accidents,all in all,2017,8,3267.0
1265,traffic accidents,all in all,2017,9,4017.0
1266,traffic accidents,all in all,2017,10,4198.0
1267,traffic accidents,all in all,2017,11,3809.0
1268,traffic accidents,all in all,2017,12,3494.0
1270,traffic accidents,all in all,2016,1,3297.0
1271,traffic accidents,all in all,2016,2,3383.0
1272,traffic accidents,all in all,2016,3,3653.0
1273,traffic accidents,all in all,2016,4,4209.0
1274,traffic accidents,all in all,2016,5,3833.0
1275,traffic accidents,all in all,2016,6,4260.0
1276,traffic accidents,all in all,2016,7,4478.0
1277,traffic accidents,all in all,2016,8,3400.0
1278,traffic accidents,all in all,2016,9,4289.0
1279,traffic accidents,all in all,2016,10,4297.0
1280,traffic accidents,all in all,2016,11,3998.0
1281,traffic accidents,all in all,2016,12,3700.0
1283,traffic accidents,all in all,2015,1,3326.0
1284,traffic accidents,all in all,2015,2,3090.0
1285,traffic accidents,all in all,2015,3,3888.0
1286,traffic accidents,all in all,2015,4,4022.0
1287,traffic accidents,all in all,2015,5,3915.0
1288,traffic accidents,all in all,2015,6,3898.0
1289,traffic accidents,all in all,2015,7,4729.0
1290,traffic accidents,all in all,2015,8,3431.0
1291,traffic accidents,all in all,2015,9,4015.0
1292,traffic accidents,all in all,2015,10,4467.0
1293,traffic accidents,all in all,2015,11,3992.0
1294,traffic accidents,all in all,2015,12,3862.0
1296,traffic accidents,all in all,2014,1,3410.0
1297,traffic accidents,all in all,2014,2,3315.0
1298,traffic accidents,all in all,2014,3,4027.0
1299,traffic accidents,all in all,2014,4,3840.0
1300,traffic accidents,all in all,2014,5,4346.0
1301,traffic accidents,all in all,2014,6,3833.0
1302,traffic accidents,all in all,2014,7,4443.0
1303,traffic accidents,all in all,2014,8,3379.0
1304,traffic accidents,all in all,2014,9,4137.0
1305,traffic accidents,all in all,2014,10,4251.0
1306,traffic accidents,all in all,2014,11,3904.0
1307,traffic accidents,all in all,2014,12,3919.0
1309,traffic accidents,all in all,2013,1,3316.0
1310,traffic accidents,all in all,2013,2,3467.0
1311,traffic accidents,all in all,2013,3,3712.0
1312,traffic accidents,all in all,2013,4,4008.0
1313,traffic accidents,all in all,2013,5,3703.0
1314,traffic accidents,all in all,2013,6,4284.0
1315,traffic accidents,all in all,2013,7,4641.0
1316,traffic accidents,all in all,2013,8,3387.0
1317,traffic accidents,all in all,2013,9,4130.0
1318,traffic accidents,all in all,2013,10,4533.0
1319,traffic accidents,all in all,2013,11,4043.0
1320,traffic accidents,all in all,2013,12,3764.0
1322,traffic accidents,all in all,2012,1,3176.0
1323,traffic accidents,all in all,2012,2,3102.0
1324,traffic accidents,all in all,2012,3,3739.0
1325,traffic accidents,all in all,2012,4,3667.0
1326,traffic accidents,all in all,2012,5,4114.0
1327,traffic accidents,all in all,2012,6,4018.0
1328,traffic accidents,all in all,2012,7,4281.0
1329,traffic accidents,all in all,2012,8,3452.0
1330,traffic accidents,all in all,2012,9,3962.0
1331,traffic accidents,all in all,2012,10,4146.0
1332,traffic accidents,all in all,2012,11,3839.0
1333,traffic accidents,all in all,2012,12,3395.0
1335,traffic accidents,all in all,2011,1,2775.0
1336,traffic accidents,all in all,2011,2,2903.0
1337,traffic accidents,all in all,2011,3,3523.0
1338,traffic accidents,all in all,2011,4,3529.0
1339,traffic accidents,all in all,2011,5,4143.0
1340,traffic accidents,all in all,2011,6,3212.0
1341,traffic accidents,all in all,2011,7,4074.0
1342,traffic accidents,all in all,2011,8,3322.0
1343,traffic accidents,all in all,2011,9,3730.0
1344,traffic accidents,all in all,2011,10,3830.0
1345,traffic accidents,all in all,2011,11,3567.0
1346,traffic accidents,all in all,2011,12,3506.0
1348,traffic accidents,all in all,2010,1,2346.0
1349,traffic accidents,all in all,2010,2,2539.0
1350,traffic accidents,all in all,2010,3,3309.0
1351,traffic accidents,all in all,2010,4,3202.0
1352,traffic accidents,all in all,2010,5,2974.0
1353,traffic accidents,all in all,2010,6,3193.0
1354,traffic accidents,all in all,2010,7,3712.0
1355,traffic accidents,all in all,2010,8,2843.0
1356,traffic accidents,all in all,2010,9,3524.0
1357,traffic accidents,all in all,2010,10,3500.0
1358,traffic accidents,all in all,2010,11,3329.0
1359,traffic accidents,all in all,2010,12,3413.0
1361,traffic accidents,all in all,2009,1,2482.0
1362,traffic accidents,all in all,2009,2,3480.0
1363,traffic accidents,all in all,2009,3,2744.0
1364,traffic accidents,all in all,2009,4,2953.0
1365,traffic accidents,all in all,2009,5,3240.0
1366,traffic accidents,all in all,2009,6,2876.0
1367,traffic accidents,all in all,2009,7,3622.0
1368,traffic accidents,all in all,2009,8,2749.0
1369,traffic accidents,all in all,2009,9,3252.0
1370,traffic accidents,all in all,2009,10,3567.0
1371,traffic accidents,all in all,2009,11,3294.0
1372,traffic accidents,all in all,2009,12,3202.0
1374,traffic accidents,all in all,2008,1,2945.0
1375,traffic accidents,all in all,2008,2,3171.0
1376,traffic accidents,all in all,2008,3,2910.0
1377,traffic accidents,all in all,2008,4,3339.0
1378,traffic accidents,all in all,2008,5,3428.0
1379,traffic accidents,all in all,2008,6,3374.0
1380,traffic accidents,all in all,2008,7,3500.0
1381,traffic accidents,all in all,2008,8,2870.0
1382,traffic accidents,all in all,2008,9,3271.0
1383,traffic accidents,all in all,2008,10,3683.0
1384,traffic accidents,all in all,2008,11,2983.0
1385,traffic accidents,all in all,2008,12,2888.0
1387,traffic accidents,all in all,2007,1,2735.0
1388,traffic accidents,all in all,2007,2,2643.0
1389,traffic accidents,all in all,2007,3,2836.0
1390,traffic accidents,all in all,2007,4,3292.0
1391,traffic accidents,all in all,2007,5,3529.0
1392,traffic accidents,all in all,2007,6,3225.0
1393,traffic accidents,all in all,2007,7,3622.0
1394,traffic accidents,all in all,2007,8,2943.0
1395,traffic accidents,all in all,2007,9,3414.0
1396,traffic accidents,all in all,2007,10,3695.0
1397,traffic accidents,all in all,2007,11,3444.0
1398,traffic accidents,all in all,2007,12,3184.0
1400,traffic accidents,all in all,2006,1,2893.0
1401,traffic accidents,all in all,2006,2,2901.0
1402,traffic accidents,all in all,2006,3,4165.0
1403,traffic accidents,all in all,2006,4,2874.0
1404,traffic accidents,all in all,2006,5,3032.0
1405,traffic accidents,all in all,2006,6,2853.0
1406,traffic accidents,all in all,2006,7,3611.0
1407,traffic accidents,all in all,2006,8,2993.0
1408,traffic accidents,all in all,2006,9,3233.0
1409,traffic accidents,all in all,2006,10,3286.0
1410,traffic accidents,all in all,2006,11,3073.0
1411,traffic accidents,all in all,2006,12,3419.0
1413,traffic accidents,all in all,2005,1,2788.0
1414,traffic accidents,all in all,2005,2,3461.0
1415,traffic accidents,all in all,2005,3,3560.0
1416,traffic accidents,all in all,2005,4,3320.0
1417,traffic accidents,all in all,2005,5,3321.0
1418,traffic accidents,all in all,2005,6,3499.0
1419,traffic accidents,all in all,2005,7,3631.0
1420,traffic accidents,all in all,2005,8,2965.0
